lol﻿,name,unit,unit_type,bedroom,group,tenantid,resident_name,resident_rent,unit_rent,status,days_vacant,move_in,move_out,lease_from,lease_to,amenities,company_id
,Aventura Isles,002-2210,iy-2-2b,2,Occupied No Notice,t0020090,Rachel Fischer,2055,2206,Current,0,4/18/16,,4/18/16,4/17/17,Line_view_2-10- Kitchen and Bathroom Upgrade- Tile Upgrade- Stainless Steel Appliances- Bld2&3FL22,1
,Aventura Isles,002-2211,iy-2-2b,2,Occupied No Notice,t0019202,Ed Toro,2147,2251,Current,0,1/30/16,,1/30/17,1/29/18,Line view 2-11- Bld2&3FL22- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2212,iy-2-2b,2,Occupied No Notice,t0020366,Austin Bunsen,1939,2086,Current,0,6/4/16,,6/4/16,6/3/17,Line_view_2-12- Bld2&3FL22- Kitchen and Bathroom Upgrade,1
,Aventura Isles,002-2214,iy-2-2b,2,Occupied No Notice,t0001181,Jose Cartagena,2034,2191,Current,0,12/15/12,,7/1/16,6/30/17,Line_view_2-14- Bld2&3FL22- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2215,iy-2-2b,2,Occupied No Notice,t0021600,Bianca Monaco,2130,2271,Current,0,8/15/16,,8/15/16,8/14/17,Line view 2-15- Bld2&3FL22- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2217,iy-2-2b,2,Occupied No Notice,t0064755,Juha Mikkola,2135,2281,Current,0,6/3/16,,6/3/16,4/2/17,Line view 2-17- Bld2&3FL22- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2301,iy-2-2b,2,Occupied No Notice,t0001183,Johanna Mikkola,2064,2211,Current,0,10/5/12,,1/1/17,12/31/17,Line view 2-1- Bld2&3FL23,1
,Aventura Isles,002-2302,iy-3-2c,3,Occupied No Notice,t0018902,Don Morehouse,2910,3181,Current,0,2/15/16,,2/15/17,2/14/18,Line_view_2-2- 3brBld2&3FL23- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-2303,iy-2-2b,2,Occupied No Notice,t0018992,Mario Aguayo,2,2346,Current,0,12/20/15,,12/20/16,11/19/17,Line_view_2-3- Bld2&3FL23- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-2304,iy-2-2b,2,Occupied No Notice,t0012265,Israel Martinez,2284,2316,Current,0,6/12/15,,4/12/16,4/11/17,Line_view_2-4- Bld2&3FL23- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2305,iy-1-1a,1,Occupied No Notice,t0020683,Angel Vargas,1821,1971,Current,0,5/27/16,,5/27/16,5/26/17,Line_view_2-5- Bld2&3FL23- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2306,iy-2-2b,2,Occupied No Notice,t0021622,Michael Gregory,2227,2366,Current,0,9/7/16,,9/7/16,8/6/17,Line_view_2-4- Bld2&3FL23- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-2307,iy-1-1a,1,Occupied No Notice,t0064583,Susan Davies,1821,1971,Current,0,5/26/16,,5/26/16,5/25/17,Line_view_2-5- Bld2&3FL23- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2308,iy-2-2b,2,Occupied No Notice,t0001190,Ricardo Cuevas,2161,2301,Current,0,11/11/12,,1/1/17,12/31/17,Line_view_2-8- Tile Upgrade- Kitchen and Bathroom Upgrade- Bld2&3FL23,1
,Aventura Isles,002-2309,iy-1-1a,1,Occupied No Notice,t0063625,Mario Rosenthal,1871,2021,Current,0,5/23/16,,5/23/16,4/22/17,Line_view_2-5- Bld2&3FL23- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-2310,iy-2-2b,2,Occupied No Notice,t0020944,Nicholas Duncan,2020,2161,Current,0,7/20/16,,7/20/16,7/19/17,Line_view_2-10- Bld2&3FL23- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2311,iy-2-2b,2,Occupied No Notice,t0019758,Anika Abreu,2096,2256,Current,0,4/14/16,,4/14/16,4/13/17,Line view 2-11- Bld2&3FL23- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2312,iy-2-2b,2,Occupied No Notice,t0001194,Oriana Casanas,1986,2191,Current,0,12/15/04,,11/1/16,10/31/17,Line_view_2-12- Kitchen and Bathroom Upgrade- Tile Upgrade- Bedroom Tile- 2nd Bedroom Tile- Bld2&3FL23,1
,Aventura Isles,002-2314,iy-2-2b,2,Notice Unrented,t0001195,Jake Porter,1814,2096,Notice,0,6/4/10,3/31/17,9/1/16,3/31/17,Line_view_2-14- Bld2&3FL23,1
,Aventura Isles,002-2315,iy-2-2b,2,Occupied No Notice,t0065897,Bethanny Ferry,2017,2326,Current,0,8/1/16,,8/1/16,3/31/18,Line view 2-15- Bld2&3FL23- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-2317,iy-2-2b,2,Occupied No Notice,t0021155,Skye Aniko,2209,2336,Current,0,8/15/16,,8/15/16,8/14/17,Line view 2-17- Bld2&3FL23- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-2401,iy-2-2b,2,Occupied No Notice,t0021905,Philip De la Cal,2267,2406,Current,0,9/9/16,,9/9/16,9/8/17,Line view 2-1- Bld2&3FL24- Kitchen and Bathroom Upgrade- Tile Upgrade- Stainless Steel Appliances,1
,Aventura Isles,002-2402,iy-3-2c,3,Occupied No Notice,t0021969,Cortland Messam,3190,3326,Current,0,9/25/16,,9/25/16,8/24/17,Line_view_2-2- 3brBld2&3FL24- Porcelain Tile in Bedroom- Kitchen and Bathroom Upgrade- Porcelain Tile- Stainless Steel Appliances,1
,Aventura Isles,002-2403,iy-2-2b,2,Occupied No Notice,t0002259,John Fox,1964,2391,Current,0,4/15/13,,7/15/16,7/14/17,Line_view_2-3- Bld2&3FL24- Kitchen and Bathroom Upgrade- Tile Upgrade- Stainless Steel Appliances,1
,Aventura Isles,002-2404,iy-2-2b,2,Notice Unrented,t0019383,Daniel Villegas,2259,2411,Notice,0,3/16/16,3/15/17,3/16/16,3/15/17,Line_view_2-4- 2nd Bedroom Tile- Bedroom Tile- Bld2&3FL24- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-2405,iy-1-1a,1,Notice Unrented,t0059875,William Lapko,1878,2016,Notice,0,3/8/16,3/7/17,3/8/16,3/7/17,Line_view_2-5- Bld2&3FL24- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2406,iy-2-2b,2,Occupied No Notice,t0022625,Rachel Fischer,2305,2411,Current,0,12/2/16,,12/2/16,12/1/17,Line_view_2-4- Bedroom Tile- 2nd Bedroom Tile- Bld2&3FL24- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2407,iy-1-1a,1,Occupied No Notice,t0019358,Ed Toro,1985,2116,Current,0,3/11/16,,3/11/16,3/10/18,Line_view_2-5- Bld2&3FL24- Kitchen and Bathroom Upgrade- Porcelain Tile- Stainless Steel Appliances,1
,Aventura Isles,002-2408,iy-2-2b,2,Occupied No Notice,t0021152,Austin Bunsen,2293,2396,Current,0,8/20/16,,8/20/16,3/19/17,Line_view_2-8- Bld2&3FL24- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-2409,iy-1-1a,1,Occupied No Notice,t0022815,Jose Cartagena,1942,2066,Current,0,12/28/16,,12/28/16,12/27/17,Line_view_2-5- Bld2&3FL24- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-2410,iy-2-2b,2,Occupied No Notice,t0021008,Bianca Monaco,2166,2281,Current,0,7/20/16,,7/20/16,7/19/17,Line_view_2-10- Bedroom Tile- 2nd Bedroom Tile- Bld2&3FL24- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-2411,iy-2-2b,2,Occupied No Notice,t0001208,Juha Mikkola,2024,2301,Current,0,9/5/12,,9/1/16,8/31/17,Line view 2-11- Bld2&3FL24- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2412,iy-2-2b,2,Occupied No Notice,t0001210,Johanna Mikkola,2306,2136,Current,0,1/24/13,,2/1/17,1/31/18,Line_view_2-12- Bld2&3FL24- Tile Upgrade,1
,Aventura Isles,002-2414,iy-2-2b,2,Occupied No Notice,t0001211,Don Morehouse,1889,2241,Current,0,6/25/05,,6/1/16,5/31/17,Line_view_2-14- Bld2&3FL24- 2nd Bedroom Tile- Bedroom Tile- Tile Upgrade,1
,Aventura Isles,002-2415,iy-2-2b,2,Occupied No Notice,t0001212,Mario Aguayo,2049,2321,Current,0,2/1/09,,7/1/16,6/30/17,Line view 2-15- Bld2&3FL24- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2417,iy-2-2b,2,Occupied No Notice,t0022497,Israel Martinez,2268,2381,Current,0,11/12/16,,11/8/16,11/7/17,Line view 2-17- Bld2&3FL24- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,002-2501,iy-2-2b,2,Occupied No Notice,t0001439,Angel Vargas,2294,2481,Current,0,12/11/15,,12/11/16,12/10/17,Line view 2-1- Bld2&3FL25- Kitchen and Bathroom Upgrade- Tile Upgrade- Stainless Steel Appliances- Bedroom Tile- 2nd Bedroom Tile,1
,Aventura Isles,002-2502,iy-3-2c,3,Occupied No Notice,t0001216,Michael Gregory,2894,3301,Current,0,12/1/09,,5/1/16,4/30/17,Line_view_2-2- 3brBld2&3FL25- Kitchen and Bathroom Upgrade- Porcelain Tile- Stainless Steel Appliances,1
,Aventura Isles,002-2503,iy-2-2b,2,Notice Unrented,t0057702,Susan Davies,2218,2366,Notice,0,4/12/16,6/30/17,4/12/16,4/11/17,Line_view_2-3- Bld2&3FL25- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2504,iy-2-2b,2,Occupied No Notice,t0001218,Ricardo Cuevas,2394,2436,Current,0,1/13/13,,2/1/17,1/31/18,Line_view_2-4- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade- Bld2&3FL25,1
,Aventura Isles,002-2505,iy-1-1a,1,Occupied No Notice,t0021964,Mario Rosenthal,1901,2041,Current,0,9/16/16,,9/16/16,8/15/17,Line_view_2-5- Bld2&3FL25- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2506,iy-2-2b,2,Occupied No Notice,t0022613,Nicholas Duncan,2374,2486,Current,0,12/19/16,,12/19/16,12/18/17,Line_view_2-4- Bedroom Tile- 2nd Bedroom Tile- Stainless Steel Appliances- Bld2&3FL25- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2507,iy-1-1a,1,Occupied No Notice,t0022512,Anika Abreu,1990,2116,Current,0,11/16/16,,11/16/16,11/15/17,Line_view_2-5- Stainless Steel Appliances- Bedroom Tile- Bld2&3FL25- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2508,iy-2-2b,2,Occupied No Notice,t0022328,Oriana Casanas,2201,2421,Current,0,10/29/16,,10/29/16,9/28/17,Line_view_2-8- Kitchen and Bathroom Upgrade- Tile Upgrade- Stainless Steel Appliances- Bld2&3FL25,1
,Aventura Isles,002-2509,iy-1-1a,1,Occupied No Notice,t0001223,Jake Porter,1789,2066,Current,0,3/28/12,,7/1/16,6/30/17,Line_view_2-5- Bedroom Tile- Bld2&3FL25- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2510,iy-2-2b,2,Occupied No Notice,t0001224,Bethanny Ferry,2051,2231,Current,0,9/15/05,,9/1/16,7/31/17,Line_view_2-10- Bld2&3FL25- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2511,iy-2-2b,2,Occupied No Notice,t0022801,Skye Aniko,2218,2326,Current,0,12/23/16,,12/23/16,11/22/17,Line view 2-11- Kitchen and Bathroom Upgrade- Tile Upgrade- Bld2&3FL25,1
,Aventura Isles,002-2512,iy-2-2b,2,Occupied No Notice,t0022950,Philip De la Cal,2146,2211,Current,0,2/10/17,,2/10/17,9/9/17,Line_view_2-12- Kitchen and Bathroom Upgrade- Tile Upgrade- Bld2&3FL25,1
,Aventura Isles,002-2514,iy-2-2b,2,Occupied No Notice,t0001227,Cortland Messam,2089,2316,Current,0,6/28/12,,9/1/16,8/31/17,Line_view_2-14- Stainless Steel Appliances- Bld2&3FL25- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,002-2515,iy-2-2b,2,Occupied No Notice,t0021030,John Fox,2403,2496,Current,0,6/27/16,,6/27/16,6/26/17,Line view 2-15- Balcony Tile- Bld2&3FL25- Kitchen and Bathroom Upgrade- Porcelain Tile- Stainless Steel Appliances,1
,Aventura Isles,002-2517,iy-2-2b,2,Occupied No Notice,t0021885,Daniel Villegas,2217,2356,Current,0,9/16/16,,9/16/16,9/15/17,Line view 2-17- Kitchen and Bathroom Upgrade- Tile Upgrade- Bld2&3FL25,1
,Aventura Isles,003-0501,iy-2-2b,2,Occupied No Notice,t0005477,William Lapko,2094,2281,Current,0,6/21/13,,10/1/16,9/30/17,Terrace- Line_view_3-1- Bld2&3FL5- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0502,iy-3-2c,3,Vacant Unrented,t0019263,Rachel Fischer,2858,3026,Past,34,1/20/16,1/18/17,1/20/16,1/19/17,Line_view_3-2- Bld2&3FL5- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,003-0503,iy-2-2b,2,Occupied No Notice,t0075758,Ed Toro,2280,2381,Current,0,2/1/17,,2/1/17,12/31/17,msc_terrace_2- Line_view_3-3- Bld2&3FL5- Tile Upgrade- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Bedroom Tile- 2nd Bedroom Tile,1
,Aventura Isles,003-0504,iy-2-2b,2,Occupied No Notice,t0020999,Austin Bunsen,2032,2136,Current,0,6/21/16,,6/21/16,6/20/17,Line_view_3-4- Bld2&3FL5- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0505,iy-1-1a,1,Occupied No Notice,t0000962,Jose Cartagena,1833,1976,Current,0,7/25/16,,7/25/16,6/24/17,Terrace- Line view 3-5- Bld2&3FL5- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0506,iy-2-2b,2,Occupied No Notice,t0021484,Bianca Monaco,1959,2086,Current,0,8/6/16,,8/6/16,3/5/17,Line_view_3-6- Bld2&3FL5- Kitchen and Bathroom Upgrade,1
,Aventura Isles,003-0507,iy-1-1a,1,Occupied No Notice,t0020797,Juha Mikkola,1854,2001,Current,0,6/15/16,,6/15/16,6/14/17,Terrace- Line view 3-7- Bld2&3FL5- Bedroom Tile- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0508,iy-2-2b,2,Occupied No Notice,t0020622,Johanna Mikkola,1994,2136,Current,0,7/8/16,,7/8/16,7/7/17,Line_view_3-8- Bld2&3FL5- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0509,iy-1-1a,1,Occupied No Notice,t0020876,Don Morehouse,1668,1841,Current,0,6/15/16,,6/15/16,4/14/17,Line_view_2-5- Bld2&3FL5- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0510,iy-2-2b,2,Occupied No Notice,t0021009,Mario Aguayo,1935,2086,Current,0,6/26/16,,6/26/16,6/25/17,Line_view_3-10- Bld2&3FL5- Tile Upgrade,1
,Aventura Isles,003-0511,iy-2-2b,2,Occupied No Notice,t0021230,Israel Martinez,1721,2011,Current,0,7/20/16,,7/20/16,3/19/18,Bld2&3FL5,1
,Aventura Isles,003-0512,iy-2-2b,2,Occupied No Notice,t0074737,Angel Vargas,2025,2136,Current,0,1/2/17,,1/2/17,12/1/17,Line_view_3-12- Bld2&3FL5- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0514,iy-1-1a,1,Occupied No Notice,t0018819,Michael Gregory,1725,1961,Current,0,12/1/15,,12/1/16,6/30/17,Line_view_3-14- Bld2&3FL5- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,003-0515,iy-2-2b,2,Occupied No Notice,t0004298,Susan Davies,1809,2071,Current,0,6/1/15,,4/1/16,3/31/18,Line_view_3-15- Bld2&3FL5- Tile Upgrade,1
,Aventura Isles,003-0517,iy-2-2b,2,Occupied No Notice,t0001550,Ricardo Cuevas,1766,2031,Current,0,12/17/09,,5/1/16,4/30/18,Line_view_3-17- Bld2&3FL5,1
,Aventura Isles,003-0601,iy-2-2b,2,Occupied No Notice,t0001551,Mario Rosenthal,1979,2266,Current,0,6/20/09,,2/1/17,1/31/18,Line_view_3-1- Bld2&3FL6- 2nd Bedroom Tile- Bedroom Tile- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,003-0602,iy-3-2c,3,Occupied No Notice,t0003487,Nicholas Duncan,2589,2986,Current,0,10/19/15,,10/19/16,10/18/17,Line_view_3-2- 3brBld2&3FL6- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0603,iy-2-2b,2,Occupied No Notice,t0018604,Anika Abreu,1963,2206,Current,0,11/20/15,,7/20/16,7/19/17,Line_view_3-3- Bld2&3FL6- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,003-0604,iy-2-2b,2,Occupied No Notice,t0021434,Oriana Casanas,1743,2096,Current,0,8/3/16,,8/3/16,10/2/17,Line_view_3-4- Bld2&3FL6- Kitchen and Bathroom Upgrade,1
,Aventura Isles,003-0605,iy-1-1a,1,Occupied No Notice,t0013130,Jake Porter,1619,1761,Current,0,7/22/14,,5/22/16,5/21/17,Line view 3-5- Bld2&3FL6,1
,Aventura Isles,003-0606,iy-2-2b,2,Occupied No Notice,t0019749,Bethanny Ferry,2157,2246,Current,0,2/4/17,,2/4/17,2/3/18,Line_view_3-6- Bld2&3FL6- Bedroom Tile- 2nd Bedroom Tile- Tile Upgrade- Kitchen and Bathroom Upgrade- Stainless Steel Appliances,1
,Aventura Isles,003-0607,iy-1-1a,1,Occupied No Notice,t0008522,Skye Aniko,1610,1811,Current,0,8/20/13,,9/20/16,9/19/17,Line view 3-7- Bld2&3FL6- Kitchen and Bathroom Upgrade,1
,Aventura Isles,003-0608,iy-2-2b,2,Occupied No Notice,t0001558,Philip De la Cal,1983,2146,Current,0,2/1/10,,11/1/16,10/31/17,Line_view_3-8- Bld2&3FL6- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0609,iy-1-1a,1,Occupied No Notice,t0016602,Cortland Messam,1629,1851,Current,0,5/12/15,,4/12/16,4/11/17,Line_view_2-5- Bld2&3FL6- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0610,iy-2-2b,2,Notice Unrented,t0014745,John Fox,2035,2146,Eviction,0,1/1/17,5/16/17,1/1/17,11/30/17,Line_view_3-10- Bld2&3FL6- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0611,iy-2-2b,2,Occupied No Notice,t0001561,Daniel Villegas,1834,2021,Current,0,11/15/10,,4/1/16,3/31/17,Bld2&3FL6,1
,Aventura Isles,003-0612,iy-2-2b,2,Occupied No Notice,t0022609,William Lapko,1964,2096,Current,0,12/27/16,,12/23/16,7/22/17,Line_view_3-12- Bld2&3FL6- Kitchen and Bathroom Upgrade,1
,Aventura Isles,003-0614,iy-1-1a,1,Occupied No Notice,t0022672,Rachel Fischer,1748,1871,Current,0,1/16/17,,1/16/17,1/15/18,Line_view_3-14- Bld2&3FL6- Tile Upgrade,1
,Aventura Isles,003-0615,iy-2-2b,2,Occupied No Notice,t0020127,Ed Toro,1926,2081,Current,0,5/16/16,,5/16/16,4/15/17,Line_view_3-15- Bld2&3FL6- Stainless Steel Appliances,1
,Aventura Isles,003-0617,iy-2-2b,2,Occupied No Notice,t0073890,Austin Bunsen,2025,2141,Current,0,12/7/16,,12/7/16,12/6/17,Line_view_3-17- Bld2&3FL6- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0701,iy-2-2b,2,Notice Unrented,t0021274,Jose Cartagena,2036,2176,Eviction,0,9/15/16,4/24/17,9/15/16,9/14/17,Line_view_3-1- Bld2&3FL7- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0702,iy-3-2c,3,Occupied No Notice,t0020652,Bianca Monaco,2913,3046,Current,0,7/28/16,,7/28/16,7/27/17,Line_view_3-2- 3brBld2&3FL7- Kitchen and Bathroom Upgrade- Porcelain Tile,1
,Aventura Isles,003-0703,iy-2-2b,2,Occupied No Notice,t0001568,Juha Mikkola,1923,2236,Current,0,12/18/12,,7/1/16,6/30/17,Line_view_3-3- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0704,iy-2-2b,2,Occupied No Notice,t0023018,Johanna Mikkola,2050,2156,Current,0,1/19/17,,1/19/17,12/18/17,Line_view_3-4- Bld2&3FL7- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0705,iy-1-1a,1,Occupied No Notice,t0020769,Don Morehouse,1678,1821,Current,0,8/5/16,,8/5/16,8/4/17,Line view 3-5- Bld2&3FL7- Kitchen and Bathroom Upgrade,1
,Aventura Isles,003-0706,iy-2-2b,2,Occupied No Notice,t0001571,Mario Aguayo,1869,2056,Current,0,7/12/12,,10/1/16,9/30/17,Line_view_3-6- Bld2&3FL7,1
,Aventura Isles,003-0707,iy-1-1a,1,Occupied No Notice,t0001572,Israel Martinez,1575,1771,Current,0,6/24/11,,8/1/16,7/31/17,Line view 3-7- Bld2&3FL7,1
,Aventura Isles,003-0708,iy-2-2b,2,Occupied No Notice,t0021544,Angel Vargas,2065,2206,Current,0,8/9/16,,8/8/16,8/8/17,Line_view_3-8- Bld2&3FL7- Kitchen and Bathroom Upgrade- Porcelain Tile,1
,Aventura Isles,003-0709,iy-1-1a,1,Notice Unrented,t0020198,Michael Gregory,1657,1811,Notice,0,4/13/16,4/12/17,4/13/16,4/12/17,Line_view_2-5- Bld2&3FL7- Kitchen and Bathroom Upgrade,1
,Aventura Isles,003-0710,iy-2-2b,2,Occupied No Notice,t0003445,Susan Davies,1764,2156,Current,0,4/15/13,,7/15/16,7/14/17,Line_view_3-10- Bld2&3FL7- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0711,iy-2-2b,2,Occupied No Notice,t0070644,Ricardo Cuevas,2036,2181,Current,0,9/22/16,,9/22/16,9/21/17,Bld2&3FL7- Bedroom Tile- 2nd Bedroom Tile- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0712,iy-2-2b,2,Notice Unrented,t0021419,Mario Rosenthal,2013,2156,Notice,0,8/1/16,2/28/17,8/1/16,2/28/17,Line_view_3-12- Bld2&3FL7- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0714,iy-1-1a,1,Occupied No Notice,t0073961,Nicholas Duncan,1803,1931,Current,0,12/7/16,,12/7/16,12/6/17,Line_view_3-14- Bld2&3FL7- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0715,iy-2-2b,2,Vacant Unrented,t0019487,Anika Abreu,2028,2191,Past,7,2/15/16,2/14/17,2/15/16,2/14/17,Line_view_3-15- Bld2&3FL7- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,003-0717,iy-2-2b,2,Occupied No Notice,t0017629,Oriana Casanas,2103,2201,Current,0,8/28/15,,8/28/16,7/27/17,Line_view_3-17- Bld2&3FL7- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,003-0801,iy-2-2b,2,Occupied No Notice,t0001581,Jake Porter,1885,2086,Current,0,8/21/09,,2/1/17,1/31/18,Line_view_3-1- Bld2&3FL8,1
,Aventura Isles,003-0802,iy-3-2c,3,Occupied No Notice,t0001582,Bethanny Ferry,2617,3006,Current,0,5/1/09,,5/1/16,4/30/17,Line_view_3-2- 3brBld2&3FL8- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0803,iy-2-2b,2,Notice Unrented,t0001583,Skye Aniko,2055,2076,Notice,0,12/2/09,3/14/17,2/15/16,2/14/17,Bld2&3FL8- Line_view_3-3,1
,Aventura Isles,003-0804,iy-2-2b,2,Occupied No Notice,t0068666,Philip De la Cal,2028,2166,Current,0,9/17/16,,9/17/16,9/16/17,Line_view_3-4- Tile Upgrade- Bld2&3FL8- Kitchen and Bathroom Upgrade,1
,Aventura Isles,003-0805,iy-1-1a,1,Occupied No Notice,t0014149,Cortland Messam,1734,1881,Current,0,3/6/15,,3/10/16,3/9/18,Line view 3-5- Bld2&3FL8- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0806,iy-2-2b,2,Occupied No Notice,t0021552,John Fox,2120,2266,Current,0,8/8/16,,8/8/16,8/7/17,Line_view_3-6- Bedroom Tile- 2nd Bedroom Tile- Bld2&3FL8- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Tile Upgrade,1
,Aventura Isles,003-0807,iy-1-1a,1,Occupied No Notice,t0017008,Daniel Villegas,1549,1781,Current,0,8/13/15,,8/13/16,7/12/17,Line view 3-7- Bld2&3FL8,1
,Aventura Isles,003-0808,iy-2-2b,2,Occupied No Notice,t0013934,William Lapko,2009,2066,Current,0,10/1/14,,7/1/16,6/30/17,Line_view_3-8- Bld2&3FL8,1
,Aventura Isles,003-0809,iy-1-1a,1,Vacant Unrented,t0001589,Rachel Fischer,1530,1871,Past,21,11/1/07,1/31/17,7/1/16,1/31/17,Line_view_2-5- Kitchen and Bathroom Upgrade- Tile Upgrade- Bld2&3FL8,1
,Aventura Isles,003-0810,iy-2-2b,2,Occupied No Notice,t0021638,Ed Toro,2070,2266,Current,0,8/17/16,,8/17/16,8/16/17,Line_view_3-10- Kitchen and Bathroom Upgrade- Tile Upgrade- Bedroom Tile- 2nd Bedroom Tile- Bld2&3FL8- Stainless Steel Appliances,1
,Aventura Isles,003-0811,iy-2-2b,2,Occupied No Notice,t0014015,Austin Bunsen,1945,2191,Current,0,2/12/16,,2/12/17,2/11/18,Stainless Steel Appliances- Bld2&3FL8- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0812,iy-2-2b,2,Occupied No Notice,t0020479,Jose Cartagena,2018,2166,Current,0,5/10/16,,5/10/16,5/9/17,Line_view_3-12- Bld2&3FL8- Kitchen and Bathroom Upgrade- Tile Upgrade,1
,Aventura Isles,003-0814,iy-1-1a,1,Occupied No Notice,t0017733,Bianca Monaco,1709,1941,Current,0,10/10/15,,10/10/16,10/9/17,Line_view_3-14- Kitchen and Bathroom Upgrade- Tile Upgrade- Bld2&3FL8,1
,Aventura Isles,003-0815,iy-2-2b,2,Occupied No Notice,t0022894,Juha Mikkola,2095,2201,Current,0,1/10/17,,1/10/17,1/9/18,Line_view_3-15- Tile Upgrade- Kitchen and Bathroom Upgrade- Stainless Steel Appliances- Bld2&3FL8,1
